OID_,AddNum_Pre,Add_Number,AddNum_Suf,AddNo_Full,St_PreMod,St_PreDir,St_PreTyp,St_PreSep,St_Name,St_PosTyp,St_PosDir,St_PosMod,StNam_Full,Building,Floor,Unit,Room,Seat,Addtl_Loc,SubAddress,LandmkName,County,Inc_Muni,Post_City,Census_Plc,Uninc_Comm,Nbrhd_Comm,NatAmArea,NatAmSub,Urbnztn_PR,PlaceOther,PlaceNmTyp,State,Zip_Code,Plus_4,UUID,AddAuth,AddrRefSys,Longitude,Latitude,NatGrid,Elevation,Placement,AddrPoint,Related_ID,RelateType,ParcelSrc,Parcel_ID,AddrClass,Lifecycle,Effective,Expire,DateUpdate,AnomStatus,LocatnDesc,Addr_Type,DeliverTyp,NAD_Source,DataSet_ID
80434387,,752,,752,,,,,Bayou,Circle,,,Bayou Circle,,,,,,,,,Washington,Unincorporated,CALVERT,,McIntosh,,,,,,,AL,,,{142A3CE3-1CA0-4F75-A3C5-AB6FB1068DB9},,,-87.971379028188409,31.179552215081884,16RDV0743849907,0,Unknown,-87.97137902818841 31.179552215081884 0,,,,,Numbered Thoroughfare Address,,,12/30/1899 0:00:00,9/20/2024 0:00:00,,,,,Alabama 911 Board,{142A3CE3-1CA0-4F75-A3C5-AB6FB1068DB9}
78390430,,6767,,6767,,,,,KINGS BRANCH,Drive,South,,KINGS BRANCH Drive South,,,,,,,,,Mobile,MOBILE,Not stated,,,,,,,,,AL,36618,,{3906CE78-A9CA-4CF4-8A3B-34ADCD024118},,,-88.200256751383492,30.760231146299144,16RCV8512603645,,Unknown,-88.20025675138349 30.760231146299144,,,,,Numbered Thoroughfare Address,,,,1/4/2024 16:59:46,,,Unknown,,Alabama 911 Board,{3906CE78-A9CA-4CF4-8A3B-34ADCD024118}
1124658,,2625,,2625,,North,,,Mcallister,Avenue,,,North Mcallister Avenue,,,,,,,,,Maricopa,Tempe,Not stated,,,,,,,,,AZ,85281,,{AFF44755-0937-48EB-AB1A-6A5467CAFC1E},MARICOPA911.AZ.GOV,,-111.930225414999938,33.456985398000029,12SVC1355102337,,Unknown,-111.93022541499994 33.45698539800003,,,,,Numbered Thoroughfare Address,,,,2/12/2022 14:47:06,,,Unknown,,State of Arizona,AP1765870@MARICOPA911.AZ.GOV
13176984,,20816,,20816,,,,,GREENWOOD,Drive,,,GREENWOOD Drive,,,,,,,,,Cook,OLYMPIA FIELDS,OLYMPIA FIELDS,,,,,,,,,IL,60461,,{0FA2030A-43B6-4228-A867-8A77FD418166},Reserved for future use,,-87.699365205773148,41.511139227913645,16TDL4163895736,,Unknown,-87.69936520577315 41.511139227913645,,,,,Numbered Thoroughfare Address,,,,5/14/2020 0:00:00,,,Unknown,,State of Illinois,{0fa2030a-43b6-4228-a867-8a77fd418166}
32395776,,110,,110,,,,,PINECONE,Court,,,PINECONE Court,,,,,,,,,Moore,Unincorporated,WEST END,,,,,,,,,NC,27376,,{65FD8C12-173D-4C6E-9DBA-67318080C754},,,-79.571672334189913,35.286555935296853,17SPV2988505757,,Unknown,-79.57167233418991 35.28655593529685,,,,,Numbered Thoroughfare Address,,6/12/2001 0:00:00,,6/11/2024 20:48:19,,,Unknown,,State of North Carolina,urn:emergency:uid:gis:ssap:7741@moorncps1.moore.nc
65535229,,7330,,7330,,,,,Cactus,Road,,,Cactus Road,,,,,,,,,Hanover,Hanover County,Mechanicsville,,,,,,,,,VA,23111,,{15702819-A87E-4472-9AB1-8603C75193C0},Hanover County,,-77.320004269369903,37.602422318878801,18STG9520064235,,Structure - Rooftop,-77.3200042693699 37.6024223188788,,,,,Numbered Thoroughfare Address,,9/6/2023 0:00:00,,9/6/2023 0:00:00,,,Unknown,,Virginia Geographic Information Network,2478078
89422240,,1887,,1887,,,,,SHUMWAY,Avenue,,,SHUMWAY Avenue,,,,,,,,,Natrona,CASPER,Casper,,,,,,,,,WY,82601,,{9EB5A116-6454-481E-993C-CEE20AA2046F},,,-106.302497139061245,42.829493003676937,13TCH9354142703,,Unknown,-106.30249713906124 42.82949300367694,,,,,Numbered Thoroughfare Address,Final,,,1/17/2020 23:39:47,,,@TRIM(Residential Single Family),,Natrona County Wyoming,17492
50091656,,3000,,3000,,,,,14TH,Street,Northwest,,14TH Street Northwest,,,,,,,,,Stark,,CANTON,,CANTON TWP,,,,,,Village,OH,44708,,{D2F20823-0A0E-4D87-BEDE-3DE7666009F3},0,,-81.407763924792803,40.812642779961067,17TMF6560918038,,Unknown,-81.4077639247928 40.81264277996107,,,,,Numbered Thoroughfare Address,,,,6/15/2011 0:00:00,,,House,,State of Ohio,{d2f20823-0a0e-4d87-bede-3de7666009f3}
1026831,,1955,,1955,,West,,,Frye,Road,,,West Frye Road,,,,,,,,,Maricopa,Chandler,Not stated,,,,,,,,,AZ,85224,,{3714A2C6-E35D-432B-B412-421711ACEA63},MARICOPA911.AZ.GOV,,-111.873651524999957,33.297704238000051,12SVB1866184631,,Unknown,-111.87365152499996 33.29770423800005,,,,,Numbered Thoroughfare Address,,,,3/6/2023 13:44:26,,,Unknown,,State of Arizona,AP1686737@MARICOPA911.AZ.GOV
73376344,,100,,100,,,,,DIVISION,Street,,,DIVISION Street,,,,,,,,,Hunt,Unincorporated,GREENVILLE,,,,,,,,,TX,75402,,{2D604FAD-4F0E-4A64-A2F1-E087A41E6573},NCT911,,-96.074417269999969,33.121514083000079,14SQB7296868568,,Unknown,-96.07441726999997 33.12151408300008,,,,,Numbered Thoroughfare Address,,,,8/19/2019 0:00:00,,,Unknown,,State of Texas,{2d604fad-4f0e-4a64-a2f1-e087a41e6573}
73319471,,107,,107,,North,,,3rd,Street,,,North 3rd Street,,,,,,,,,Houston,Unincorporated,Not stated,,,,,,,,,TX,,,{916B0CEE-3D41-41D1-8A79-13FB6CD261EE},CSEC,,-95.458917333999977,31.318925863000061,15RTQ6600867558,,Unknown,-95.45891733399998 31.31892586300006,,,,,Numbered Thoroughfare Address,,,,1/4/2024 0:00:00,,,Unknown,,State of Texas,{916b0cee-3d41-41d1-8a79-13fb6cd261ee}
67377736,,4715,,4715,,,,,THOMAS RUSK,,,,THOMAS RUSK,,,,,,,,,Bexar,Unincorporated,SAN ANTONIO,,,,,,,,,TX,,,{1A5EA42D-764E-4CCD-9986-4D322122FBC8},Bexar Metro 911,,-98.733306526999968,29.480199243000072,14RNT2585561219,,Unknown,-98.73330652699997 29.480199243000072,,,,,Numbered Thoroughfare Address,,,,1/11/2024 0:00:00,,,Unknown,,State of Texas,{1a5ea42d-764e-4ccd-9986-4d322122fbc8}
9871414,,627,,627,,,,,SPRUCE,Street,,,SPRUCE Street,,,,,,,,,Grundy,MORRIS,MORRIS,,,,,,,,,IL,60450,,{F5B7C450-A92A-4E06-AA94-906C17849447},Reserved for future use,,-88.414219733339934,41.361875454873868,16TCL8171379894,,Unknown,-88.41421973333993 41.36187545487387,,,,,Numbered Thoroughfare Address,,,,12/1/2023 0:00:02,,,Unknown,,State of Illinois,{f5b7c450-a92a-4e06-aa94-906c17849447}
50228221,,829,,829,,,,,JUDY,Avenue,,,JUDY Avenue,,,,,,,,,Preble,EATON,EATON,,EATON,,,,,,Village,OH,45320,,{07E478D0-E112-4F54-AD40-9C9922B36921},0,,-84.623224742455378,39.757073958626663,16SGK0360803497,,Unknown,-84.62322474245538 39.75707395862666,,,,,Numbered Thoroughfare Address,,,,4/4/2016 0:00:00,,,House,,State of Ohio,{07e478d0-e112-4f54-ad40-9c9922b36921}
68999254,,1094,,1094,,,,,HAPPY HOLLOW,Drive,,,HAPPY HOLLOW Drive,,,,,,,,,Comal,Unincorporated,NEW BRAUNFELS,,,,,,,,,TX,,,{E968ED71-2DB2-4252-9565-8A7E11A7D60A},Bexar Metro 911,,-98.141355905999944,29.839364368000076,14RNU8294801295,,Unknown,-98.14135590599994 29.839364368000076,,,,,Numbered Thoroughfare Address,,,,1/11/2024 0:00:00,,,Unknown,,State of Texas,{e968ed71-2db2-4252-9565-8a7e11a7d60a}
10912152,,624,,624,,,,,CANTERFIELD,Parkway,West,,CANTERFIELD Parkway West,,,,,,,,,Kane,WEST DUNDEE,Dundee,,,,,,,,,IL,60118,,{714327C9-4468-422C-965E-B875236EF111},Reserved for Future Use,,-88.294989131354427,42.076292262681420,16TCM9287959058,,Unknown,-88.29498913135443 42.07629226268142,,,,,Numbered Thoroughfare Address,,4/7/2020 15:00:00,,1/27/2022 12:00:00,,,Unknown,,State of Illinois,{714327c9-4468-422c-965e-b875236ef111}
14447499,,5910,,5910,,,,,Gladden,Drive,,,Gladden Drive,,,,,,,,,Marion,Unincorporated,INDIANAPOLIS,,,,,,,,,IN,46220,,{42B34A3F-41F3-49E9-A321-C959E3460E11},Marion County,,-86.156580979999944,39.861638196000058,16SEK7213912740,,Unknown,-86.15658097999994 39.86163819600006,,,,490601114071000801,Numbered Thoroughfare Address,,,,12/30/1899 0:00:00,,,RESIDENTIAL 1 FAMILY ON A PLATTED LOT,,Indiana Geographic Information Council,urn:emergency:uid:gis:SSAP:2493600:indy.gov
23152389,,18,,18,,,,,STONE HOUSE,Lane,,,STONE HOUSE Lane,,,,,,,,,Essex,GLOUCESTER,Not stated,,GLOUCESTER,,,,,,,MA,01930,,{8AD0EFAE-7A67-A675-7AE0-03FAA16683D2},GLOUCESTER,UNINC_COMM,-70.673330481999983,42.666038744000048,19TCH6287125087,,Parcel - Centroid,-70.67333048199998 42.66603874400005,,,,,Numbered Thoroughfare Address,,,,3/12/2014 0:00:00,,,EDUCATIONAL,,MASSGIS Massachusetts,{8AD0EFAE-7A67-A675-7AE0-03FAA16683D2}
69475383,,2022,,2022,,,,,TIEHACK,Lane,,,TIEHACK Lane,,,,,,,,,Dallas,Unincorporated,GARLAND,,,,,,,,,TX,75044,,{CD069AFE-63B6-426B-A764-042E3F2FC85A},New Edge Services,,-96.658778389999952,32.945611074000055,14SQB1886647690,,Unknown,-96.65877838999995 32.945611074000055,,,,,Numbered Thoroughfare Address,,,,3/20/2024 0:00:00,,,Unknown,,State of Texas,{cd069afe-63b6-426b-a764-042e3f2fc85a}
17487158,,306,,306,,West,,,29TH,Avenue,,,West 29TH Avenue,,,,,,,,,Reno,HUTCHINSON,HUTCHINSON,,HUTCHINSON,,,,,,,KS,67502,,{24B2E976-333E-4F0E-9863-CB141760FE93},HUTCHINSON/RENO COUNTY EMERGENCY COMMUNICATIONS,,-97.938509878396971,38.085620400716891,14SNH9308815846,,Structure - Rooftop,-97.93850987839697 38.08562040071689,,,,,Numbered Thoroughfare Address,,1/1/2014 0:00:00,,12/28/2024 0:00:00,,,Unknown,,State of Kansas,4855976406
87043745,,7464,,7464,,,,,FAIRWAY TWO,Avenue,,,FAIRWAY TWO Avenue,,,,,,,,,Sacramento,UNINCORPORATED,FAIR OAKS,Fair Oaks CDP,,,,,,,,CA,95628,4653,{8DB6F9D4-697C-4814-BC37-CA4046B6974D},Sacramento County CA,,-121.290866662786499,38.655895430892450,10SFH4871579977,,Unknown,-121.2908666627865 38.65589543089245,,,,,Numbered Thoroughfare Address,,2/16/2008 23:48:14,,3/20/2017 17:11:24,,,Unknown,,Sacramento County CA,472245
27157893,,1021,,1021,,,,,Green Valley,Court,,,Green Valley Court,,,,,,,,,Flathead,Unincorporated,Columbia Falls,,,,,,,,,MT,59912,,{86015FAA-6649-4F3B-929D-F3EEA6F6881C},Flathead County,,-114.194820470999957,48.266615644000069,11UQP0816349738,,Structure - Rooftop,-114.19482047099996 48.26661564400007,,,Montana Department of Revenue,07407920201150000,Numbered Thoroughfare Address,,,,1/29/2025 8:52:11,,,Open,,Montana State Library,99029000.fa9c8776-7dab-4c34-a8ce-2e8e2110d880
20683039,,435,,435,,,,,KAUFMAN,Road,,,KAUFMAN Road,,,,,,,,,Bristol,SOMERSET,Not stated,,SOMERSET,,,,,,,MA,02726,,{8AD0EFA8-F314-3145-7AE0-03FAA16683D2},SOMERSET,UNINC_COMM,-71.169260590999954,41.732478550000053,19TCG1959122348,,Structure - Rooftop,-71.16926059099995 41.73247855000005,,,,,Numbered Thoroughfare Address,,,,3/3/2014 0:00:00,,,RESIDENTIAL,,MASSGIS Massachusetts,{8AD0EFA8-F314-3145-7AE0-03FAA16683D2}
39799383,,715,,715,,West,,,Court,Street,,,West Court Street,,,,,,,,,Tompkins,Ithaca,Ithaca,,,,,,,,,NY,14850,,{76CE8C7F-4EF7-40C4-B0FA-C3F7E3C40868},911 Addressing Authority,,-76.509543579999956,42.442140361000043,18TUM7585199972,,Structure - Rooftop,-76.50954357999996 42.44214036100004,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,TOMP022395
28936216,,2617,,2617,,,,,OAKLEY,Road,,,OAKLEY Road,,,,,,,,,New Hanover,Unincorporated,CASTLE HAYNE,,,,,,,,,NC,28429,,{A84AB5F3-A17D-4C82-9471-C804C4863E93},,,-77.923742808342269,34.302449623076932,18STC3091699562,,Unknown,-77.92374280834227 34.30244962307693,,,,,Numbered Thoroughfare Address,,,,12/30/2024 13:39:49,,,Unknown,,State of North Carolina,AP36599@newhanover.nc.us
29440881,,3810,,3810,,,,,STONEY RIDGE,Trail,,,STONEY RIDGE Trail,,,,,,,,,Mecklenburg,CHARLOTTE,CHARLOTTE,,,,,,,,,NC,28210,,{5AFEB1AF-9471-4D11-82D6-D0057424CAB6},,,-80.852241948952738,35.128784702536990,17SNU1346287334,,Unknown,-80.85224194895274 35.12878470253699,,,,,Numbered Thoroughfare Address,,6/1/2009 0:00:00,12/31/9999 0:00:00,5/5/2020 17:39:27,,,Unknown,,State of North Carolina,SSAP_508093@mecknc.gov
81332007,,44,,44,,,,,TINY HARBOR,Lane,,,TINY HARBOR Lane,,,STE 7127,,,,STE 7127,,Camden,Unincorporated,OSAGE BEACH,,,,,,,,,MO,65065,,{F05DD5A1-45EB-44F4-BCE1-DF9D72CFD271},,,-92.722079345834075,38.134801941797463,15SWC2435520808,,Structure - Interior,-92.72207934583408 38.13480194179746,,,,,Numbered Thoroughfare Address,,,,3/13/2024 0:00:00,,,Unknown,,Camden County Missouri,{F05DD5A1-45EB-44F4-BCE1-DF9D72CFD271}
31831751,,4058,,4058,,,,,ATKINSON,Road,,,ATKINSON Road,,,,,,,,,Robeson,Unincorporated,ORRUM,,,,,,,,,NC,28369,,{D8C2CEBE-A6C4-4107-8238-4E6E316BF88D},,,-79.022181927461759,34.480312739508008,17SPU8162517189,,Unknown,-79.02218192746176 34.48031273950801,,,,,Numbered Thoroughfare Address,,,,1/20/2025 16:38:27,,,Unknown,,State of North Carolina,urn:emergency:uid:gis:ssap:3984796:robeson.nc.us
33647715,,814,,814,,,Highway,,49,,,,Highway 49,,,,,,,,,Mercer,UNINCORPORATED,BEULAH,,,,,,,,,ND,58523,,{9B1A7306-3C7B-4650-AEE6-2B71011F38B0},ndaco.org,,-101.784924462793995,47.298351702768898,14TKT8946242081,,Structure - Rooftop,-101.784924462794 47.2983517027689,,,,,Numbered Thoroughfare Address,,,,10/17/2020 0:00:00,,,Unknown,,State of North Dakota,28103
6820249,,4811,,4811,,,,,MINNESOTA,Avenue,Northeast,,MINNESOTA Avenue Northeast,,,203,,,5162    0025,203 5162    0025,,District of Columbia,WASHINGTON,Not stated,,Deanwood,018 B Deanwood,,,,,,DC,20019,,{9EABD041-D30C-4B4D-8D93-FAD555979BA5},DCRA,,-76.932596384288502,38.908954783903098,18SUJ3243208448,,Unknown,-76.9325963842885 38.9089547839031,,,,,Numbered Thoroughfare Address,,,,10/31/2022 0:00:00,,,Residential,,OCTO DATA TEAM District of Columbia,127840
17732551,,2232,,2232,,,,,DEER,Road,,,DEER Road,,,,,,,,,Dickinson,UNINCORPORATED,ABILENE,,DICKINSON COUNTY,,,,,,,KS,67410,,{23199801-921D-4AFA-AA1B-57C808B7CE65},DICKINSON COUNTY EMERGENCY COMMUNICATIONS,,-97.296777455246030,38.918322154611978,14SPJ4765909091,,Structure - Rooftop,-97.29677745524603 38.91832215461198,,,,,Numbered Thoroughfare Address,,1/1/2010 0:00:00,,2/3/2025 0:00:00,,,Unknown,,State of Kansas,48499014012144489128
64838286,,2180,,2180,,,,,Jacksontown,Pike,,,Jacksontown Pike,,,,,,,,,Fauquier,Fauquier County,Delaplane,,,,,,,,,VA,20144,,{C07D0F37-836B-4116-B9C2-AF7EA596AE87},Fauquier County,,-78.143243981004900,39.061965303239496,17SQD4717627537,,Structure - Rooftop,-78.1432439810049 39.0619653032395,,,,,Numbered Thoroughfare Address,,4/28/2023 0:00:00,,4/28/2023 0:00:00,,,Unknown,,Virginia Geographic Information Network,1780346
27349930,,137,,137,,,,,Scenery,Road,,,Scenery Road,,,,,,,,,Lincoln,Libby,Libby,,,,,,,,,MT,59923,,{73DE6E24-B73C-4BDD-8A5A-0FCAC7A82393},Lincoln County,,-115.551529403999950,48.366246461000060,11UPP0728158021,,Structure - Rooftop,-115.55152940399995 48.36624646100006,,,Montana Department of Revenue,56417515204060000,Numbered Thoroughfare Address,,,,12/20/2023 21:27:35,,,Residential,,Montana State Library,99053000.{1DBB6574-0119-4588-870D-8324D7E9FE5B}
2449178,,373,,373,,East,,,7th,Lane,,,East 7th Lane,,,,,,,,,Apache,Eagar,Eagar,,,,,,,,,AZ,85925,,{3919D403-6D12-4A17-ADB7-3CB8855F2408},NAUA.AZ.US,,-109.283658413999945,34.097562171000050,12SXC5832774303,,Unknown,-109.28365841399994 34.09756217100005,,,,,Numbered Thoroughfare Address,,,,4/4/2022 13:59:22,,,Unknown,,State of Arizona,SITE2376301@NAUA.AZ.US
31696421,,4310,,4310,,,,,RAMSEY FORD,Road,,,RAMSEY FORD Road,,,,,,,,,Columbus,Unincorporated,TABOR CITY,,,,,,,,,NC,28463,,{975EAFB4-8E78-4BD1-AF8B-28FCFADFF795},,,-78.700167267275447,34.062538796172433,17SQT1225071476,0,Unknown,-78.70016726727545 34.06253879617243 0,,,,,Numbered Thoroughfare Address,,11/1/2019 0:00:00,,9/18/2024 0:00:00,,,Unknown,,State of North Carolina,AP3929@clmbnccc1.columbus.nc.us
